video_title,video_number,video_url,phase,phase_main,phase_name,timestamp_start,timestamp_end,start_sec,end_sec,duration_sec,instrument_standardized,description,detailed_steps,instrument_used,timestamp_raw
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4C,Phacoemulsification,,,,,,,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5,SLM removal,SLM removal,3:36,4:25,216.0,265.0,49.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,3:36-4:25
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6A,Intraocular lens implantation,Intraocular lens implantation,,,,,,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6C,Intraocular lens implantation,,5:45,5:55,345.0,355.0,10.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:45-5:55
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6D,Intraocular lens implantation,,6:06,6:17,366.0,377.0,11.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,6:06-6:17
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,7,Viscoelastic removal,Viscoelastic removal,,,,,,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8A,Wound closure,Wound closure,6:30,6:59,390.0,419.0,29.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,6:30-6:59
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8B,Wound closure,,7:00,7:30,420.0,450.0,30.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,7:00-7:30
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-A,Wound creation,Wound creation,0:20,0:27,20.0,27.0,7.0,15 degree side port blade; Conjunctiva forceps,Wound creation,Side port creation at 8-10 oc position,15 degree side port blade   +/- Conj forceps to stabilise eye,0:20-0:27
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-B,Wound creation,Surgeon did not attempt this.,,,,,,,Surgeon did not attempt this.,Surgeon did not attempt this.,Surgeon did not attempt this.,Surgeon did not attempt this.
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-C,Wound creation,,0:34,0:38,34.0,38.0,4.0,Conjunctiva forceps; Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome   +/- Conj forceps to stabilise eye,0:34-0:38         0:34-0:38
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-D,Wound creation,,0:41,0:46,41.0,46.0,5.0,OVD cannula,,Viscoat insertion,Viscoat cannula,0:41-0:46
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,2,Capsulorhexis,Capsulorhexis,0:50,1:20,50.0,80.0,30.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy  Begin at 9 oc  Tear the anterior capsule clockwise  To create a round capsulorhexis  Regrasp the tearing flap at 3 and 6 oc  Around 5.5mm in diameter,Utrata forceps,0:50-1:20
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,3,Hydrodissection,Hydrodissection,1:23,2:02,83.0,122.0,39.0,,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to seperate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,Hydrodissection cannula,1:23-2:02
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4A,Phacoemulsification,Phacoemulsification,2:22,3:15,142.0,195.0,53.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,"Phaco probe   Second instrument - chopper, splitter, mushroom",2:22-3:15
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4B,Phacoemulsification,,3:20,3:23,200.0,203.0,3.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:20-3:23    (to 3:23)
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4C,Phacoemulsification,,3:25,4:21,205.0,261.0,56.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:25-4:21     3:25-4:21
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5A,SLM removal,SLM removal,4:39,5:01,279.0,301.0,22.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,4:39-5:01
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5B,SLM removal,SLM removal,5:08,5:39,308.0,339.0,31.0,,SLM removal,surgeon was using BSS to remove SLM from the posterior capsule,Cannula,5:08-5:39  5:08-5:39 - surgeon was using BSS to remove SLM from the posterior capsule
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6A,Intraocular lens implantation,Intraocular lens implantation,5:39,5:42,339.0,342.0,3.0,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula  (viscoat cannula is a  prefilled syringe),5:39-5:42
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6C,Intraocular lens implantation,,5:48,6:06,348.0,366.0,18.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:48-6:06
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6D,Intraocular lens implantation,,6:12,6:18,372.0,378.0,6.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,6:12-6:18
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,7,Viscoelastic removal,Viscoelastic removal,6:20,9:22,380.0,562.0,182.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,6:20-9:22     9:22
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8A,Wound closure,Wound closure,9:26,9:39,566.0,579.0,13.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,9:26-9:39  9:26-9:39
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8B,Wound closure,,9:40,9:49,580.0,589.0,9.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,9:40-9:49     9:40-9:49
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,1-A,Wound creation,Wound creation,0:15,0:20,15.0,20.0,5.0,,Wound creation,Side port creation at 8-10 oc position,Fixation ring  Side port blade,0:15-0:20
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,1-B,Wound creation,,0:21,0:32,21.0,32.0,11.0,BSS cannula,,BSS (balanced salt solution) and anesthetic insertion,BSS  cannula,0:21-0:32
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,1-C,Wound creation,,0:33,0:42,33.0,42.0,9.0,OVD cannula,,OVD insertion,OVD cannula,0:33-0:42
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,1-D,Wound creation,,0:43,0:59,43.0,59.0,16.0,Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Diamond keratome,0:43-0:59
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,2,Capsulorhexis,Capsulorhexis,1:10,1:56,70.0,116.0,46.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy with utrata forceps,Utrata forceps,1:10 - 1:56
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,3,Hydrodissection,Hydrodissection,1:57,2:07,117.0,127.0,10.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to seperate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,BSS cannula,1:57-2:07
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,4A,Phacoemulsification,Phacoemulsification,2:25,2:29,145.0,149.0,4.0,Phacoemulsification probe; Chopper,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,Phaco probe   Second instrument - chopper,2:25-2:29
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,4B,Phacoemulsification,,2:30,2:47,150.0,167.0,17.0,Phacoemulsification probe; Chopper,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,Phaco probe   Second instrument - chopper,2:30-2:47
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,4C,Phacoemulsification,,2:48,3:33,168.0,213.0,45.0,Phacoemulsification probe; Chopper,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,Phaco probe   Second instrument - chopper,2:48-3:33
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,5,SLM removal,SLM removal,3:34,5:08,214.0,308.0,94.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,3:34-5:08
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,6A,Intraocular lens implantation,Intraocular lens implantation,5:09,5:22,309.0,322.0,13.0,OVD cannula,Intraocular lens implantation,Insert OVD to fill the capsular bag,OVD cannula,5:09-5:22
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,Not shown
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,6C,Intraocular lens implantation,,5:28,5:36,328.0,336.0,8.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:28-5:36
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,6D,Intraocular lens implantation,,5:37,5:53,337.0,353.0,16.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,5:37-5:53
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,7,Viscoelastic removal,Viscoelastic removal,5:54,6:25,354.0,385.0,31.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:54-6:25
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,8A,Wound closure,Wound closure,6:30,7:05,390.0,425.0,35.0,BSS cannula,Wound closure,Hydrate the side ports and main port wounds using BSS cannula,BSS cannula,6:30-7:05
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,8B,Wound closure,,,,,,,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,Not shown
CataractCoach™ 1087: how to perfect your case,1087,https://www.youtube.com/watch?v=z3F33SxycC8,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,Not shown
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,1-A,Wound creation,,0:20,,20.0,,,Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome,0:20-0.29
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,1-B,Wound creation,,0:30,0:35,30.0,35.0,5.0,BSS cannula,,BSS (balanced salt solution) and anesthetic insertion,BSS  cannula,0:30-0:35
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,1-C,Wound creation,,0:40,0:49,40.0,49.0,9.0,OVD cannula,,OVD insertion,OVD cannula,0:40-0:49
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,1-D,Wound creation,Wound creation,0:50,0:59,50.0,59.0,9.0,,Wound creation,Side port creation,Side port blade Cotton bud,0:50-0:59
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,2,Capsulorhexis,Capsulorhexis,1:04,1:21,64.0,81.0,17.0,Utrata forceps; Sinskey hook,Capsulorhexis,Creation of anterior capsulotomy with utrata forceps,Utrata forceps   ?sinskey hook,1:04-1:21
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,3,Hydrodissection,Hydrodissection,1:24,1:36,84.0,96.0,12.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to separate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse   Rotate the nucleus,BSS cannula,1:24-1:36
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,4A,Phacoemulsification,Phacoemulsification,1:47,1:58,107.0,118.0,11.0,Phacoemulsification probe; Mushroom,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,Phaco probe   Second instrument - ?mushroom,1:47-1:58
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,4B,Phacoemulsification,,1:59,2:00,119.0,120.0,1.0,Phacoemulsification probe,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,Phaco probe   Second instrument,1:59-2:00
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,4C,Phacoemulsification,,2:01,2:39,121.0,159.0,38.0,Phacoemulsification probe,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,Phaco probe   Second instrument,2:01-2:39
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,5,SLM removal,SLM removal,2:40,3:06,160.0,186.0,26.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,2:40-3:06
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,6A,Intraocular lens implantation,Intraocular lens implantation,3:07,3:14,187.0,194.0,7.0,OVD cannula,Intraocular lens implantation,Insert OVD to fill the capsular bag,OVD cannula,3:07-3:14
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,Not shown
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,6C,Intraocular lens implantation,,3:15,3:35,195.0,215.0,20.0,Lens injector,,Use injector to insert lens into capsular bag,Lens injector,3:15-3:35
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,6D,Intraocular lens implantation,,3:43,3:53,223.0,233.0,10.0,Keratome,,Making another incision to account for astigmatism,Keratome,3:43-3:53
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,7,Viscoelastic removal,Viscoelastic removal,3:54,4:17,234.0,257.0,23.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe Second instrument,3:54-4:17
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,8A,Wound closure,Wound closure,4:18,4:54,258.0,294.0,36.0,BSS cannula,Wound closure,Hydrate the side ports and main port wounds using BSS cannula,BSS cannula,4:18-4:54
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,8B,Wound closure,,,,,,,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,Not shown
CataractCoach™ 1148: surgical skills after 2000 cataract surgeries,1148,https://www.youtube.com/watch?v=tcu6kywnZ8M,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,Not shown
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,1-A,Wound creation,Wound creation,,,,,,,Wound creation,Side port creation,Side port blade Cotton bud,Not shown
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,1-B,Wound creation,,0:11,0:16,11.0,16.0,5.0,BSS cannula,,BSS (balanced salt solution) and anesthetic insertion,BSS  cannula,0:11-0:16
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,1-C,Wound creation,,0:20,0:28,20.0,28.0,8.0,OVD cannula,,OVD insertion,OVD cannula,0:20-0:28
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,1-D,Wound creation,,0:31,0:43,31.0,43.0,12.0,Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Fixation ring  Diamond keratome,0:31-0:43
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,2,Capsulorhexis,Capsulorhexis,0:50,1:20,50.0,80.0,30.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy with utrata forceps,Utrata forceps,0:50-1:20
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,3,Hydrodissection,Hydrodissection,1:21,1:43,81.0,103.0,22.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to separate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse   Rotate the nucleus,BSS cannula,1:21-1:43
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,4A,Phacoemulsification,Phacoemulsification,1:48,3:12,108.0,192.0,84.0,Phacoemulsification probe; Chopper,Phacoemulsification,Chopping,Phaco probe   Second instrument - chopper,1:48-3:12
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,5,SLM removal,SLM removal,3:23,34:33,203.0,2073.0,1870.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe   ?another instrument,3:23-34:33
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,6A,Intraocular lens implantation,Intraocular lens implantation,4:46,4:43,286.0,283.0,-3.0,OVD cannula,Intraocular lens implantation,Insert OVD to fill the capsular bag,OVD cannula,4:46-4:43
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,Not shown
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,6C,Intraocular lens implantation,,4:50,4:59,290.0,299.0,9.0,Lens injector,,Use injector to insert lens into capsular bag,Lens injector,4:50-4:59
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,6D,Intraocular lens implantation,,5:00,5:17,300.0,317.0,17.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,5:00-5:17
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,7,Viscoelastic removal,Viscoelastic removal,5:20,5:43,320.0,343.0,23.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:20-5:43
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8A,Wound closure,Wound closure,5:47,6:13,347.0,373.0,26.0,BSS cannula,Wound closure,Hydrate the side ports and main port wounds using BSS cannula,BSS cannula,5:47-6:13
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8B,Wound closure,,6:15,6:19,375.0,379.0,4.0,,,Insertion of triamcinolone (steroid medication) and moxifloxacin (antibiotics) - unique to this case,?cannula,6:15-6:19
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8C,Wound closure,,6:20,6:29,380.0,389.0,9.0,BSS cannula,,Hydrate the side ports and main port wounds using BSS cannula,BSS cannula,6:20-6:29
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8D,Wound closure,,6:23,6:24,383.0,384.0,1.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,6:23-6:24
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8E,Wound closure,,6:30,6:36,390.0,396.0,6.0,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,6:30-6:36
CataractCoach™ 1206: soft and gummy cataract,1206,https://www.youtube.com/watch?v=vNtTvV21J-Q,8F,Wound closure,,6:40,6:44,400.0,404.0,4.0,,,Limbal relaxing incision to reduce astigmatism,Fixation ring ?blade,6:40-6:44
